Division,Date,HomeTeam,AwayTeam,Full_Time_Home_Team_Goals,Full_Time_Away_Team_Goals,Full_Time_Result,Half_Time_Home_Team_Goals,Half_Time_Away_Team_Goals,Half_Time_Result,Home_Team_Shots,Away_Team_Shots,Home_Team_Target_Shots,Away_Team_Target_Shots,Home_Team_Fouls_Commited,Away_Team_Fouls_Commited,Home_Team_Corners,Away_Team_Corners,Home_Team_Yellow_Cards,Away_Team_Yellow_Cards,Home_Team_Red_Cards,Home_Team_Red_Cards,Bet365_Home_Win_Odds,Bet365_Draw_Odds,Bet365_Away_Win_Odds,BetAndWin_Home_Win_Odds,BetAndWin_Draw_Odds,BetAndWin_Away_Win_Odds,Interwetten_Home_Win_Odds,Interwetten_Draw_Odds,Interwetten_Away_Win_Odds,WilliamHill_Home_Win_Odds,WilliamHill_Draw_Odds,WilliamHill_Away_Win_Odds,VCBet_Home_Win_Odds,VCBet_Draw_Odds,VCBet_Away_Win_Odds,Season,Home Overall Score,Home Attack Score,Home Middle Score,Home Defensive Score,Home Budget,Away Overall Score,Away Attack Score,Away Middle Score,Away Defensive Score,Away Budget
SP1,2019-04-29,Betis,Espanol,1.0,1.0,D,0.0,1.0,A,18.0,10.0,5.0,4.0,16.0,14.0,6.0,5.0,4.0,1.0,0.0,0.0,2.3,3.3,3.1,2.3,3.3,3.0,2.3,3.45,3.05,2.25,3.5,3.1,2.25,3.5,3.13,2018_2019,80,78,80,80,16.1,77,77,77,74,10.4
SP1,2019-03-05,Sevilla,Leganes,0.0,3.0,A,0.0,2.0,A,7.0,9.0,3.0,5.0,11.0,23.0,3.0,4.0,1.0,1.0,0.0,0.0,1.36,5.0,8.5,1.36,5.0,8.75,1.4,4.75,7.9,1.4,4.75,8.0,1.4,5.0,8.5,2018_2019,80,81,80,79,34.5,75,74,74,74,4.2
SP1,2019-04-05,Alaves,Sociedad,0.0,1.0,A,0.0,1.0,A,17.0,9.0,6.0,2.0,7.0,22.0,13.0,6.0,1.0,3.0,0.0,0.0,2.5,3.25,2.9,2.6,3.1,2.9,2.55,3.2,2.9,2.6,3.2,2.8,2.63,3.25,2.9,2018_2019,76,76,77,76,4.4,78,79,77,76,15.8
SP1,2019-04-05,Celta,Barcelona,2.0,0.0,H,0.0,0.0,D,14.0,8.0,6.0,1.0,11.0,13.0,11.0,1.0,1.0,5.0,0.0,0.0,2.15,3.6,3.25,2.1,3.6,3.4,2.15,3.6,3.3,2.15,3.6,3.3,2.15,3.7,3.4,2018_2019,77,80,77,75,11.8,86,87,86,85,187.9
SP1,2019-04-05,Espanol,Ath Madrid,3.0,0.0,H,1.0,0.0,H,11.0,11.0,5.0,3.0,11.0,14.0,5.0,6.0,1.0,2.0,0.0,0.0,3.8,3.3,2.05,3.7,3.3,2.1,3.7,3.25,2.1,3.75,3.25,2.1,3.7,3.4,2.15,2018_2019,77,77,77,74,10.4,84,85,83,84,68.6
SP1,2019-04-05,Levante,Vallecano,4.0,1.0,H,2.0,0.0,H,12.0,20.0,7.0,3.0,17.0,12.0,6.0,7.0,1.0,4.0,0.0,1.0,1.95,3.8,3.6,1.95,4.0,3.5,1.97,3.9,3.5,1.95,4.0,3.5,1.95,4.0,3.7,2018_2019,76,77,76,75,8.2,74,78,75,73,3.3
SP1,2019-05-05,Eibar,Betis,1.0,0.0,H,1.0,0.0,H,14.0,12.0,6.0,6.0,15.0,7.0,11.0,8.0,3.0,2.0,0.0,0.0,2.05,3.6,3.5,2.05,3.6,3.5,2.0,3.6,3.6,2.05,3.6,3.5,2.05,3.6,3.8,2018_2019,77,79,77,76,5.4,80,78,80,80,16.1
SP1,2019-05-05,Getafe,Girona,2.0,0.0,H,1.0,0.0,H,13.0,4.0,8.0,2.0,15.0,13.0,1.0,3.0,3.0,3.0,0.0,1.0,1.8,3.6,4.75,1.78,3.5,5.0,1.8,3.4,4.85,1.75,3.5,5.25,1.83,3.5,5.0,2018_2019,77,78,75,78,5.4,77,79,76,75,3.9
SP1,2019-05-05,Huesca,Valencia,2.0,6.0,A,0.0,5.0,A,24.0,10.0,4.0,7.0,10.0,9.0,7.0,5.0,2.0,1.0,0.0,0.0,3.5,3.4,2.1,3.4,3.6,2.1,3.4,3.55,2.1,3.25,3.6,2.15,3.4,3.6,2.1,2018_2019,73,74,73,72,2.1,80,80,81,79,66.3
SP1,2019-05-05,Real Madrid,Villarreal,3.0,2.0,H,2.0,1.0,H,24.0,15.0,11.0,7.0,9.0,14.0,8.0,3.0,0.0,3.0,0.0,0.0,1.7,4.0,4.75,1.67,4.0,5.0,1.7,4.05,4.7,1.65,4.2,4.8,1.7,4.3,4.8,2018_2019,86,83,88,86,188.5,79,78,79,77,32.9
SP1,2019-05-05,Valladolid,Ath Bilbao,1.0,0.0,H,1.0,0.0,H,10.0,9.0,3.0,1.0,14.0,22.0,1.0,3.0,5.0,5.0,0.0,0.0,2.9,3.1,2.6,2.8,3.1,2.7,2.85,3.0,2.65,2.8,3.1,2.7,2.8,3.1,2.7,2018_2019,74,74,72,72,3.1,79,80,79,78,18.5
SP1,2019-12-05,Ath Bilbao,Celta,3.0,1.0,H,3.0,0.0,H,8.0,3.0,4.0,2.0,16.0,18.0,3.0,3.0,4.0,3.0,0.0,0.0,2.0,3.5,3.8,2.05,3.4,3.75,2.0,3.4,3.85,2.0,3.5,3.9,1.95,3.5,3.9,2018_2019,79,80,79,78,18.5,77,80,77,75,11.8
SP1,2019-12-05,Ath Madrid,Sevilla,1.0,1.0,D,1.0,0.0,H,11.0,11.0,4.0,5.0,16.0,12.0,5.0,7.0,5.0,4.0,0.0,0.0,2.1,3.6,3.4,2.15,3.6,3.3,2.1,3.5,3.5,2.15,3.5,3.3,2.1,3.6,3.4,2018_2019,84,85,83,84,68.6,80,81,80,79,34.5
SP1,2019-12-05,Barcelona,Getafe,2.0,0.0,H,1.0,0.0,H,13.0,11.0,8.0,0.0,9.0,13.0,4.0,3.0,1.0,3.0,0.0,0.0,1.53,4.33,6.0,1.5,4.5,6.25,1.53,4.35,5.8,1.53,4.33,6.0,1.53,4.4,5.75,2018_2019,86,89,85,85,187.9,77,78,75,78,5.4
SP1,2019-12-05,Betis,Huesca,2.0,1.0,H,1.0,0.0,H,17.0,9.0,8.0,2.0,13.0,15.0,9.0,2.0,3.0,5.0,0.0,1.0,1.55,4.33,5.75,1.57,4.33,5.5,1.57,4.5,5.2,1.53,4.75,5.25,1.55,4.5,5.4,2018_2019,80,79,80,80,16.1,73,74,73,72,2.1
SP1,2019-12-05,Girona,Levante,1.0,2.0,A,0.0,0.0,D,14.0,6.0,6.0,2.0,15.0,16.0,9.0,2.0,2.0,3.0,0.0,0.0,2.15,3.6,3.2,2.25,3.4,3.2,2.2,3.65,3.1,2.2,3.5,3.2,2.2,3.6,3.1,2018_2019,77,79,76,76,3.9,76,77,76,75,8.2
SP1,2019-12-05,Leganes,Espanol,0.0,2.0,A,0.0,1.0,A,11.0,19.0,4.0,7.0,11.0,9.0,6.0,7.0,4.0,1.0,1.0,0.0,2.4,3.5,2.87,2.45,3.25,2.95,2.45,3.3,2.9,2.5,3.4,2.8,2.4,3.5,2.9,2018_2019,75,74,74,74,4.2,77,77,77,75,10.4
SP1,2019-12-05,Sociedad,Real Madrid,3.0,1.0,H,1.0,1.0,D,19.0,6.0,7.0,2.0,12.0,16.0,5.0,2.0,1.0,2.0,0.0,1.0,3.0,3.6,2.3,2.9,3.75,2.3,2.95,3.7,2.25,3.0,3.7,2.25,3.0,3.75,2.25,2018_2019,77,78,78,76,15.8,86,85,87,86,188.5
SP1,2019-12-05,Valencia,Alaves,3.0,1.0,H,2.0,1.0,H,10.0,10.0,4.0,3.0,9.0,14.0,7.0,4.0,2.0,5.0,0.0,0.0,1.4,5.0,7.5,1.4,5.25,7.0,1.4,5.1,7.5,1.38,5.25,7.5,1.36,5.2,8.0,2018_2019,80,81,80,80,66.3,76,76,77,76,4.4
SP1,2019-12-05,Vallecano,Valladolid,1.0,2.0,A,0.0,1.0,A,16.0,9.0,5.0,6.0,13.0,9.0,4.0,2.0,2.0,2.0,0.0,0.0,4.2,3.8,1.8,4.2,3.9,1.8,4.05,3.8,1.85,4.0,4.0,1.8,4.1,3.8,1.83,2018_2019,74,76,75,73,3.3,74,75,73,72,3.1
SP1,2019-12-05,Villarreal,Eibar,1.0,0.0,H,0.0,0.0,D,11.0,4.0,3.0,0.0,11.0,14.0,5.0,3.0,3.0,2.0,0.0,0.0,1.6,4.33,5.0,1.6,4.4,5.0,1.6,4.25,5.1,1.62,4.4,4.8,1.62,4.33,5.0,2018_2019,79,78,79,78,32.9,77,79,77,76,5.4
SP1,2019-05-18,Alaves,Girona,2.0,1.0,H,1.0,0.0,H,14.0,13.0,7.0,4.0,13.0,10.0,6.0,4.0,3.0,3.0,0.0,0.0,2.25,3.5,3.1,2.3,3.5,3.0,2.3,3.5,3.0,2.3,3.5,3.0,2.38,3.6,3.0,2018_2019,76,76,77,76,4.4,77,79,76,76,3.9
SP1,2019-05-18,Celta,Vallecano,2.0,2.0,D,0.0,1.0,A,14.0,11.0,5.0,4.0,16.0,20.0,3.0,5.0,0.0,4.0,0.0,0.0,1.45,4.75,7.0,1.45,4.75,6.5,1.48,4.75,6.0,1.47,4.75,6.5,1.5,4.8,6.5,2018_2019,77,80,77,75,11.8,74,78,75,73,3.3
SP1,2019-05-18,Espanol,Sociedad,2.0,0.0,H,0.0,0.0,D,9.0,11.0,4.0,2.0,13.0,13.0,4.0,5.0,3.0,2.0,0.0,0.0,2.3,3.6,3.0,2.25,3.7,3.0,2.25,3.55,3.0,2.3,3.6,3.0,2.3,3.6,3.13,2018_2019,77,77,77,75,10.4,78,79,77,76,15.8
SP1,2019-05-18,Getafe,Villarreal,2.0,2.0,D,1.0,1.0,D,17.0,8.0,5.0,4.0,16.0,20.0,6.0,4.0,2.0,3.0,0.0,0.0,1.61,4.2,5.25,1.62,4.1,5.25,1.63,4.05,5.1,1.63,4.0,5.25,1.67,4.2,5.2,2018_2019,77,79,75,78,5.4,79,78,79,78,32.9
SP1,2019-05-18,Huesca,Leganes,2.0,1.0,H,0.0,1.0,A,15.0,9.0,6.0,1.0,18.0,12.0,4.0,6.0,0.0,1.0,0.0,0.0,2.5,3.75,2.62,2.5,3.7,2.65,2.5,3.55,2.7,2.5,3.6,2.7,2.55,3.75,2.7,2018_2019,72,74,73,72,2.1,75,74,75,74,4.2
SP1,2019-05-18,Levante,Ath Madrid,2.0,2.0,D,2.0,0.0,H,17.0,17.0,7.0,8.0,9.0,7.0,6.0,4.0,0.0,1.0,0.0,1.0,3.75,3.75,1.95,3.5,3.75,2.0,3.55,3.8,1.97,3.6,3.8,1.95,3.6,3.8,2.05,2018_2019,76,77,76,75,8.2,84,85,83,84,68.6
SP1,2019-05-18,Sevilla,Ath Bilbao,2.0,0.0,H,1.0,0.0,H,9.0,9.0,3.0,1.0,14.0,19.0,2.0,3.0,4.0,2.0,0.0,0.0,1.85,3.4,4.33,1.87,3.4,4.6,1.87,3.4,4.6,1.85,3.3,4.6,1.93,3.5,4.2,2018_2019,80,81,80,79,34.5,79,80,80,78,18.5
SP1,2019-05-18,Valladolid,Valencia,0.0,2.0,A,0.0,1.0,A,19.0,9.0,4.0,6.0,12.0,10.0,8.0,2.0,1.0,3.0,0.0,0.0,8.0,5.25,1.36,8.0,4.75,1.4,7.5,4.85,1.4,8.5,4.8,1.38,8.0,5.2,1.4,2018_2019,74,76,73,72,3.1,80,79,81,79,66.3
SP1,2019-05-19,Eibar,Barcelona,2.0,2.0,D,2.0,2.0,D,15.0,6.0,8.0,3.0,11.0,3.0,5.0,2.0,4.0,2.0,0.0,0.0,3.6,4.0,1.9,3.7,4.1,1.87,3.75,4.0,1.87,3.7,4.0,1.88,3.7,4.1,1.87,2018_2019,77,79,77,76,5.4,86,87,86,85,187.9
SP1,2019-05-19,Real Madrid,Betis,0.0,2.0,A,0.0,0.0,D,9.0,9.0,2.0,7.0,17.0,11.0,1.0,5.0,4.0,1.0,0.0,0.0,1.57,4.75,4.75,1.57,4.75,5.0,1.6,4.55,4.95,1.57,4.8,4.8,1.57,4.8,5.25,2018_2019,86,83,88,86,188.5,80,79,80,80,16.1
SP1,2019-08-16,Ath Bilbao,Barcelona,1.0,0.0,H,0.0,0.0,D,11.0,11.0,5.0,2.0,14.0,9.0,3.0,8.0,1.0,1.0,0.0,0.0,5.25,3.8,1.65,5.5,3.8,1.65,5.0,3.8,1.7,5.0,3.8,1.7,5.0,3.8,1.75,2019_2020,79,80,80,79,18.5,86,90,85,85,187.9
SP1,2019-08-17,Celta,Real Madrid,1.0,3.0,A,0.0,1.0,A,7.0,17.0,4.0,11.0,17.0,12.0,6.0,4.0,5.0,2.0,0.0,1.0,4.75,4.2,1.65,4.4,4.2,1.72,5.3,4.2,1.6,5.25,4.2,1.6,4.75,4.2,1.73,2019_2020,77,80,77,75,11.8,86,85,87,86,188.5
SP1,2019-08-17,Valencia,Sociedad,1.0,1.0,D,0.0,0.0,D,14.0,12.0,6.0,3.0,13.0,14.0,3.0,3.0,4.0,4.0,1.0,0.0,1.66,3.75,5.5,1.67,3.75,5.5,1.67,3.75,5.3,1.67,3.8,5.25,1.67,3.9,5.75,2019_2020,81,81,81,80,66.3,78,80,78,76,15.8
SP1,2019-08-17,Mallorca,Eibar,2.0,1.0,H,1.0,0.0,H,16.0,11.0,4.0,5.0,13.0,14.0,9.0,3.0,2.0,3.0,0.0,0.0,2.8,3.2,2.6,2.95,3.1,2.6,2.9,3.1,2.6,2.9,3.1,2.62,2.9,3.13,2.7,2019_2020,73,73,73,72,2.3,78,79,78,76,5.4
SP1,2019-08-17,Leganes,Osasuna,0.0,1.0,A,0.0,0.0,D,13.0,4.0,2.0,2.0,17.0,11.0,8.0,0.0,1.0,4.0,1.0,0.0,2.0,3.2,4.2,2.05,3.25,3.9,2.05,3.1,4.05,2.05,3.2,4.0,2.1,3.2,4.1,2019_2020,75,75,75,75,4.2,73,75,74,72,4.4
SP1,2019-08-17,Villarreal,Granada,4.0,4.0,D,1.0,1.0,D,12.0,14.0,7.0,7.0,10.0,16.0,2.0,7.0,3.0,1.0,0.0,0.0,1.6,3.8,6.5,1.6,3.8,6.25,1.63,4.0,5.5,1.6,3.9,5.8,1.65,4.0,5.75,2019_2020,78,80,77,78,32.9,73,75,74,73,5.5
SP1,2019-08-18,Alaves,Levante,1.0,0.0,H,0.0,0.0,D,9.0,16.0,2.0,4.0,18.0,15.0,2.0,9.0,2.0,1.0,0.0,0.0,2.15,3.2,3.6,2.15,3.3,3.6,2.2,3.25,3.4,2.25,3.3,3.3,2.25,3.3,3.3,2019_2020,76,75,75,76,4.4,76,77,77,75,8.2
SP1,2019-08-18,Espanol,Sevilla,0.0,2.0,A,0.0,1.0,A,7.0,12.0,2.0,4.0,11.0,17.0,8.0,4.0,2.0,2.0,0.0,0.0,3.2,3.3,2.3,3.1,3.4,2.3,3.1,3.4,2.3,3.0,3.5,2.3,3.0,3.5,2.3,2019_2020,77,78,78,76,10.4,80,80,81,79,34.5
SP1,2019-08-18,Betis,Valladolid,1.0,2.0,A,0.0,0.0,D,13.0,14.0,4.0,3.0,11.0,19.0,6.0,1.0,2.0,6.0,1.0,0.0,1.66,3.75,5.5,1.65,3.75,5.75,1.63,3.75,5.7,1.62,3.75,6.0,1.62,3.8,5.75,2019_2020,80,81,82,78,16.1,75,76,75,75,3.1
SP1,2019-08-18,Ath Madrid,Getafe,1.0,0.0,H,1.0,0.0,H,5.0,6.0,5.0,0.0,19.0,22.0,3.0,4.0,3.0,4.0,1.0,1.0,1.44,4.33,8.0,1.45,4.33,7.5,1.45,4.4,7.2,1.47,4.2,8.0,1.45,4.2,8.0,2019_2020,83,82,83,81,68.6,78,79,76,79,5.4
SP1,2019-08-23,Granada,Sevilla,0.0,1.0,A,0.0,0.0,D,12.0,11.0,0.0,6.0,13.0,14.0,6.0,6.0,1.0,1.0,0.0,0.0,3.6,3.6,1.95,3.9,3.4,1.91,3.95,3.6,1.9,4.0,3.6,1.91,4.1,3.6,1.95,2019_2020,73,74,73,72,5.5,80,80,81,79,34.5
SP1,2019-08-23,Levante,Villarreal,2.0,1.0,H,0.0,1.0,A,16.0,23.0,4.0,6.0,5.0,9.0,7.0,3.0,1.0,2.0,0.0,0.0,2.55,3.4,2.62,2.55,3.4,2.6,2.6,3.55,2.6,2.55,3.6,2.6,2.63,3.6,2.7,2019_2020,76,77,77,76,8.2,78,80,78,78,32.9
SP1,2019-08-24,Osasuna,Eibar,0.0,0.0,D,0.0,0.0,D,6.0,12.0,2.0,0.0,15.0,12.0,6.0,6.0,4.0,4.0,0.0,0.0,2.5,3.2,2.9,2.5,3.1,2.9,2.55,3.15,2.9,2.45,3.2,3.0,2.6,3.2,3.0,2019_2020,73,73,74,73,4.4,77,79,78,76,5.4
SP1,2019-08-24,Real Madrid,Valladolid,1.0,1.0,D,0.0,0.0,D,22.0,9.0,4.0,2.0,12.0,11.0,4.0,3.0,2.0,2.0,0.0,0.0,1.2,6.5,13.0,1.2,6.75,11.5,1.2,6.8,13.5,1.2,7.0,13.0,1.22,7.0,15.0,2019_2020,86,85,87,86,188.5,75,76,75,75,3.1
SP1,2019-08-24,Celta,Valencia,1.0,0.0,H,1.0,0.0,H,11.0,9.0,6.0,1.0,8.0,12.0,6.0,4.0,1.0,2.0,0.0,0.0,3.1,3.4,2.25,3.1,3.3,2.25,3.2,3.4,2.25,3.1,3.5,2.25,3.25,3.5,2.3,2019_2020,76,80,76,75,11.8,81,81,81,80,66.3
SP1,2019-08-24,Getafe,Ath Bilbao,1.0,1.0,D,1.0,1.0,D,6.0,4.0,2.0,2.0,15.0,11.0,4.0,6.0,2.0,1.0,0.0,0.0,2.6,3.0,2.9,2.6,2.9,2.9,2.65,2.9,3.05,2.55,3.0,3.1,2.63,3.0,3.13,2019_2020,78,79,76,79,5.4,79,80,80,79,18.5
SP1,2019-08-25,Alaves,Espanol,0.0,0.0,D,0.0,0.0,D,10.0,5.0,2.0,1.0,13.0,10.0,3.0,5.0,3.0,1.0,0.0,0.0,2.45,3.2,3.0,2.45,3.2,2.9,2.55,3.05,3.0,2.5,3.2,3.0,2.55,3.13,3.0,2019_2020,76,75,75,76,4.4,77,78,78,76,10.4
SP1,2019-08-25,Mallorca,Sociedad,0.0,1.0,A,0.0,0.0,D,12.0,12.0,4.0,4.0,16.0,12.0,5.0,5.0,1.0,2.0,0.0,0.0,3.1,3.1,2.4,3.1,3.1,2.35,3.0,3.25,2.45,3.0,3.3,2.4,2.9,3.3,2.5,2019_2020,71,72,72,71,2.3,78,80,77,75,15.8
SP1,2019-08-25,Leganes,Ath Madrid,0.0,1.0,A,0.0,0.0,D,10.0,6.0,4.0,4.0,12.0,13.0,9.0,4.0,4.0,5.0,0.0,0.0,4.75,3.4,1.8,4.75,3.3,1.8,5.2,3.3,1.8,5.5,3.2,1.8,5.25,3.3,1.8,2019_2020,75,75,75,75,4.2,83,82,83,81,68.6
SP1,2019-08-25,Barcelona,Betis,5.0,2.0,H,1.0,1.0,D,20.0,4.0,7.0,3.0,14.0,12.0,11.0,0.0,1.0,1.0,0.0,0.0,1.25,6.0,10.0,1.25,6.0,10.0,1.25,6.1,11.0,1.25,6.0,11.0,1.25,6.0,11.5,2019_2020,86,89,85,85,187.9,80,81,82,78,16.1
SP1,2019-08-30,Sevilla,Celta,1.0,1.0,D,0.0,0.0,D,19.0,2.0,5.0,1.0,16.0,9.0,9.0,1.0,4.0,2.0,0.0,0.0,1.53,4.2,6.0,1.53,4.33,6.0,1.57,4.3,5.5,1.55,4.2,6.0,1.55,4.4,6.25,2019_2020,80,80,81,79,34.5,76,80,76,75,11.8
SP1,2019-08-30,Ath Bilbao,Sociedad,2.0,0.0,H,2.0,0.0,H,15.0,2.0,5.0,2.0,17.0,17.0,3.0,0.0,2.0,3.0,0.0,0.0,2.3,3.1,3.4,2.25,3.1,3.5,2.2,3.2,3.5,2.35,3.0,3.4,2.4,3.1,3.4,2019_2020,79,80,80,79,18.5,78,80,77,75,15.8
SP1,2019-08-31,Osasuna,Barcelona,2.0,2.0,D,1.0,0.0,H,15.0,8.0,5.0,4.0,16.0,9.0,3.0,2.0,3.0,4.0,0.0,0.0,10.0,5.0,1.33,10.0,4.75,1.35,9.6,5.5,1.3,9.5,4.75,1.36,10.0,4.8,1.4,2019_2020,73,73,74,73,4.4,86,89,85,85,187.9
SP1,2019-08-31,Getafe,Alaves,1.0,1.0,D,1.0,1.0,D,15.0,5.0,1.0,1.0,11.0,17.0,4.0,2.0,3.0,1.0,0.0,0.0,1.72,3.4,5.75,1.78,3.3,5.5,1.8,3.3,5.0,1.75,3.4,5.5,1.8,3.4,5.75,2019_2020,78,79,76,79,5.4,76,75,75,76,4.4
SP1,2019-08-31,Levante,Valladolid,2.0,0.0,H,0.0,0.0,D,16.0,15.0,3.0,4.0,9.0,10.0,6.0,6.0,2.0,2.0,0.0,0.0,2.0,3.5,3.75,2.0,3.5,3.8,2.05,3.4,3.65,2.0,3.5,3.75,2.05,3.6,3.8,2019_2020,76,77,77,76,8.2,75,76,75,75,3.1
SP1,2019-08-31,Betis,Leganes,2.0,1.0,H,0.0,0.0,D,17.0,19.0,5.0,7.0,14.0,15.0,11.0,8.0,4.0,2.0,0.0,0.0,1.95,3.3,4.33,1.91,3.3,4.4,1.9,3.3,4.5,1.95,3.2,4.5,2.0,3.25,4.5,2019_2020,80,81,82,78,16.1,75,75,75,75,4.2
SP1,2019-01-09,Valencia,Mallorca,2.0,0.0,H,1.0,0.0,H,9.0,12.0,4.0,1.0,6.0,19.0,7.0,4.0,0.0,1.0,0.0,0.0,1.4,4.75,8.0,1.4,4.6,8.5,1.45,4.5,7.0,1.4,4.5,8.5,1.4,4.75,8.0,2019_2020,81,81,81,80,66.3,71,72,72,71,2.3
SP1,2019-01-09,Ath Madrid,Eibar,3.0,2.0,H,1.0,2.0,A,7.0,6.0,3.0,2.0,9.0,15.0,1.0,1.0,0.0,3.0,0.0,0.0,1.4,4.0,10.0,1.4,4.2,10.0,1.37,4.3,11.0,1.42,4.0,11.0,1.44,4.2,8.5,2019_2020,83,82,83,81,68.6,77,79,78,76,5.4
SP1,2019-01-09,Espanol,Granada,0.0,3.0,A,0.0,1.0,A,15.0,14.0,3.0,6.0,6.0,13.0,8.0,6.0,2.0,3.0,0.0,0.0,2.05,3.3,4.0,2.1,3.2,3.9,1.95,3.4,4.1,2.1,3.2,3.8,2.1,3.3,3.7,2019_2020,77,78,78,76,10.4,73,74,73,72,5.5
SP1,2019-01-09,Villarreal,Real Madrid,2.0,2.0,D,1.0,1.0,D,10.0,17.0,5.0,5.0,8.0,14.0,1.0,8.0,1.0,4.0,0.0,1.0,3.6,4.0,1.9,3.7,4.1,1.87,3.65,4.1,1.87,3.8,4.0,1.85,3.7,4.2,1.85,2019_2020,78,80,78,78,32.9,86,85,87,86,188.5
SP1,2019-09-13,Mallorca,Ath Bilbao,0.0,0.0,D,0.0,0.0,D,10.0,11.0,1.0,5.0,15.0,18.0,4.0,6.0,4.0,3.0,0.0,0.0,3.4,3.1,2.3,3.5,3.1,2.25,3.65,3.0,2.25,3.7,3.0,2.25,3.7,3.1,2.25,2019_2020,71,72,72,71,2.3,79,80,80,79,18.5
SP1,2019-09-14,Real Madrid,Levante,3.0,2.0,H,3.0,0.0,H,25.0,8.0,11.0,3.0,13.0,10.0,9.0,6.0,2.0,2.0,0.0,0.0,1.22,6.5,12.0,1.25,6.25,11.5,1.27,6.4,9.3,1.24,6.5,11.0,1.25,6.5,11.5,2019_2020,86,85,87,86,188.5,76,77,77,76,8.2
SP1,2019-09-14,Leganes,Villarreal,0.0,3.0,A,0.0,2.0,A,10.0,8.0,4.0,4.0,14.0,11.0,8.0,6.0,2.0,0.0,0.0,0.0,2.45,3.1,3.2,2.45,3.1,3.1,2.5,3.1,3.05,2.5,3.2,3.0,2.5,3.2,3.1,2019_2020,75,75,75,75,4.2,78,80,78,78,32.9
SP1,2019-09-14,Sociedad,Ath Madrid,2.0,0.0,H,0.0,0.0,D,14.0,12.0,5.0,2.0,13.0,10.0,5.0,5.0,1.0,3.0,0.0,0.0,3.8,3.2,2.1,3.9,3.0,2.15,3.75,3.1,2.15,3.7,3.2,2.15,3.75,3.25,2.15,2019_2020,78,80,77,75,15.8,83,82,83,81,68.6
SP1,2019-09-14,Barcelona,Valencia,5.0,2.0,H,2.0,1.0,H,17.0,9.0,10.0,3.0,11.0,11.0,2.0,5.0,1.0,4.0,0.0,0.0,1.44,4.75,7.0,1.48,4.4,6.75,1.48,4.65,6.2,1.47,4.5,7.0,1.45,4.6,7.0,2019_2020,86,89,85,85,187.9,81,81,81,80,66.3
SP1,2019-09-15,Eibar,Espanol,1.0,2.0,A,0.0,0.0,D,11.0,7.0,1.0,2.0,14.0,16.0,7.0,2.0,2.0,4.0,0.0,1.0,2.0,3.3,4.0,1.95,3.3,4.25,1.95,3.35,4.15,1.95,3.3,4.33,2.0,3.3,4.1,2019_2020,77,79,78,76,5.4,77,78,78,76,10.4
SP1,2019-09-15,Alaves,Sevilla,0.0,1.0,A,0.0,1.0,A,7.0,19.0,0.0,7.0,13.0,7.0,2.0,6.0,5.0,5.0,0.0,0.0,4.2,3.2,2.0,4.2,3.3,1.95,4.25,3.35,1.95,4.33,3.4,1.91,4.2,3.4,1.93,2019_2020,76,75,75,76,4.4,80,80,81,79,34.5
SP1,2019-09-15,Celta,Granada,0.0,2.0,A,0.0,1.0,A,4.0,13.0,0.0,3.0,11.0,13.0,3.0,5.0,4.0,2.0,2.0,0.0,1.83,3.6,4.33,1.85,3.6,4.33,1.83,3.6,4.4,1.83,3.6,4.4,1.83,3.7,4.3,2019_2020,76,80,76,75,11.8,73,74,73,72,5.5
SP1,2019-09-15,Valladolid,Osasuna,1.0,1.0,D,0.0,0.0,D,11.0,17.0,1.0,5.0,9.0,10.0,10.0,6.0,0.0,1.0,0.0,0.0,2.15,3.1,3.75,2.2,3.0,3.8,2.2,3.05,3.7,2.2,3.0,3.75,2.2,3.1,3.7,2019_2020,75,76,75,75,3.1,73,73,74,73,4.4
SP1,2019-09-15,Betis,Getafe,1.0,1.0,D,0.0,1.0,A,7.0,12.0,2.0,4.0,11.0,28.0,5.0,6.0,3.0,6.0,2.0,0.0,2.2,3.1,3.6,2.2,3.2,3.5,2.2,3.15,3.6,2.2,3.25,3.5,2.2,3.25,3.5,2019_2020,80,81,82,78,16.1,78,79,76,79,5.4
SP1,2019-09-20,Osasuna,Betis,0.0,0.0,D,0.0,0.0,D,12.0,7.0,6.0,2.0,15.0,9.0,9.0,4.0,1.0,2.0,0.0,0.0,2.25,3.3,3.25,2.35,3.2,3.25,2.3,3.4,3.1,2.35,3.3,3.1,2.38,3.4,3.0,2019_2020,73,73,74,73,4.4,80,81,82,78,16.1
SP1,2019-09-21,Villarreal,Valladolid,2.0,0.0,H,0.0,0.0,D,18.0,7.0,6.0,3.0,12.0,8.0,4.0,8.0,2.0,1.0,0.0,0.0,1.61,4.0,5.5,1.6,4.2,5.25,1.6,4.1,5.4,1.57,4.2,5.8,1.57,4.1,5.75,2019_2020,78,79,77,78,32.9,75,76,75,73,3.1
SP1,2019-09-21,Levante,Eibar,0.0,0.0,D,0.0,0.0,D,13.0,18.0,4.0,4.0,9.0,11.0,6.0,7.0,0.0,2.0,0.0,0.0,2.3,3.4,3.1,2.2,3.5,3.2,2.25,3.55,3.1,2.25,3.5,3.1,2.25,3.5,3.1,2019_2020,76,77,78,76,8.2,78,79,78,76,5.4
